network_packet_size,protocol_type,login_attempts,failed_logins,unusual_time_access,ip_reputation_score,session_duration,network_traffic_volume,attack_detected
5710,TCP,11,6,1,0.7575,2,202593,1
1271,HTTP,3,1,0,0.2451,79,2926,0
1217,HTTP,2,1,0,0.12,42,509,0
1175,UDP,2,0,0,0.0517,137,3690,0
1008,HTTP,2,0,0,0.0921,97,4711,0
545,TCP,9,2,1,0.406,12,518,0
872,UDP,1,1,0,0.1708,74,3399,0
106,ICMP,8,5,0,0.597,8,613,0
1010,HTTP,1,1,0,0.1165,166,4308,0
202,HTTP,1,1,0,0.0521,170,3784,0
784,HTTP,2,1,0,0.0767,89,1488,0
64,UDP,1,0,0,0.1876,90,4704,0
444,UDP,2,0,0,0.2101,158,3156,0
907,HTTP,3,1,0,0.215,52,1323,0
400,HTTP,3,1,0,0.0025,136,1968,0
3843,ICMP,12,10,1,0.8182,1,320274,1
1135,HTTP,3,0,0,0.1082,93,4447,0
688,HTTP,3,0,0,0.0307,66,793,0
676,TCP,6,2,0,0.6724,6,486,0
866,UDP,3,1,0,0.2337,132,1750,0
2243,ICMP,18,13,1,0.8692,6,51831,1
253,HTTP,2,1,0,0.011,115,1571,0
6422,ICMP,23,15,1,0.8323,3,487941,1
233,TCP,3,0,0,0.1596,178,1347,0
365,UDP,1,0,0,0.0627,157,2390,0
1269,TCP,1,0,0,0.177,45,2375,0
8917,TCP,20,16,1,0.777,1,79264,1
234,HTTP,2,1,0,0.0657,40,967,0
1039,UDP,2,0,0,0.0807,168,3494,0
492,UDP,1,0,0,0.1761,115,4960,0
7285,TCP,21,13,1,0.8929,1,420882,1
393,HTTP,2,1,0,0.0601,64,3938,0
130,ICMP,7,3,1,0.4381,24,277,0
707,TCP,3,1,0,0.1029,44,4380,0
520,UDP,2,1,0,0.1792,123,4207,0
2887,ICMP,24,17,1,0.8858,3,260693,1
357,TCP,4,2,1,0.4256,17,560,0
1413,HTTP,2,0,0,0.1443,110,4781,0
84,HTTP,3,0,0,0.0195,178,1684,0
1264,TCP,1,1,0,0.1936,30,2771,0
662,HTTP,1,1,0,0.1773,48,3001,0
7531,TCP,20,11,1,0.8349,5,248749,1
1623,TCP,19,20,1,0.9498,5,381288,1
238,TCP,1,1,0,0.1516,87,4780,0
447,UDP,7,5,1,0.4313,16,434,0
615,ICMP,5,4,0,0.5687,28,725,0
350,HTTP,3,1,0,0.1175,116,4137,0
7242,ICMP,22,9,1,0.867,2,266245,1
692,ICMP,7,4,1,0.5534,23,536,0
5549,ICMP,17,13,1,0.863,5,473076,1
712,HTTP,1,1,0,0.0651,77,2180,0
66,UDP,7,3,0,0.4001,30,452,0
6425,ICMP,22,15,1,0.9806,5,142066,1
228,ICMP,7,2,0,0.6849,12,491,0
1007,UDP,1,1,0,0.0471,58,763,0
612,TCP,8,2,1,0.5406,12,339,0
171,TCP,3,1,0,0.1483,68,3809,0
266,TCP,9,2,1,0.6826,10,300,0
1015,TCP,2,0,0,0.0781,111,3329,0
1440,UDP,3,0,0,0.1908,74,4354,0
1277,HTTP,2,1,0,0.0497,113,2384,0
1425,UDP,2,1,0,0.1268,92,1626,0
347,UDP,2,0,0,0.077,159,1831,0
676,ICMP,6,5,1,0.5,11,411,0
712,UDP,1,0,0,0.0013,108,4143,0
438,UDP,2,1,0,0.1256,100,4004,0
517,TCP,8,3,1,0.4034,5,620,0
560,TCP,1,0,0,0.1867,60,1672,0
451,TCP,6,4,0,0.5872,30,411,0
678,TCP,6,4,0,0.5406,14,257,0
501,HTTP,3,0,0,0.0956,75,587,0
998,TCP,2,0,0,0.2489,63,2972,0
1457,HTTP,1,1,0,0.1438,80,1734,0
263,TCP,1,1,0,0.1368,52,4587,0
1460,UDP,1,1,0,0.1559,168,2865,0
903,UDP,2,1,0,0.2309,133,4298,0
881,TCP,2,0,0,0.1089,105,2720,0
863,UDP,1,0,0,0.0066,145,2751,0
517,TCP,1,1,0,0.0553,103,4273,0
1216,HTTP,3,1,0,0.1435,110,2542,0
678,HTTP,3,1,0,0.1918,59,3230,0
195,UDP,4,3,0,0.5925,26,668,0
2106,TCP,23,16,1,0.9949,3,310331,1
546,TCP,3,0,0,0.0377,58,4595,0
1238,HTTP,1,0,0,0.1908,165,1211,0
343,UDP,2,1,0,0.1338,155,4408,0
92,TCP,7,5,1,0.526,20,388,0
1456,UDP,2,0,0,0.0019,108,1482,0
199,TCP,8,3,1,0.4221,9,147,0
681,TCP,2,1,0,0.2484,135,677,0
407,ICMP,8,3,0,0.4404,20,177,0
1151,TCP,2,0,0,0.0006,139,2412,0
664,HTTP,3,0,0,0.2145,112,945,0
341,ICMP,4,5,1,0.5977,12,789,0
109,TCP,1,1,0,0.2203,121,4223,0
1346,HTTP,2,0,0,0.1872,170,3925,0
1281,TCP,1,1,0,0.1591,87,3325,0
237,HTTP,2,0,0,0.035,79,707,0
608,TCP,2,0,0,0.2333,103,931,0
221,TCP,3,0,0,0.1485,151,508,0
735,TCP,1,0,0,0.2421,131,4706,0
1461,HTTP,1,1,0,0.0013,163,2738,0
208,UDP,5,3,1,0.5636,29,615,0
289,HTTP,1,0,0,0.16,40,1049,0
5797,TCP,19,13,1,0.9709,6,130800,1
819,UDP,1,0,0,0.1538,159,3649,0
717,TCP,3,1,0,0.1716,32,4482,0
8932,ICMP,24,13,1,0.8327,5,222694,1
355,UDP,3,0,0,0.1955,167,3971,0
681,TCP,4,5,1,0.5564,28,445,0
611,ICMP,5,3,1,0.6959,5,581,0
1105,UDP,3,1,0,0.1246,148,1966,0
311,TCP,1,0,0,0.0845,180,2385,0
728,ICMP,7,3,1,0.4455,9,649,0
340,UDP,1,0,0,0.0794,172,4866,0
203,HTTP,2,1,0,0.2406,76,4653,0
808,UDP,3,1,0,0.0444,62,2994,0
982,HTTP,1,1,0,0.0304,36,3814,0
2043,ICMP,12,9,1,0.9389,2,108124,1
4694,TCP,19,9,1,0.9815,2,314126,1
3991,TCP,16,15,1,0.9423,7,459847,1
815,UDP,1,1,0,0.1834,34,3482,0
759,TCP,5,5,1,0.6521,21,659,0
535,HTTP,3,1,0,0.018,40,4073,0
460,HTTP,2,0,0,0.2182,30,3135,0
723,HTTP,2,1,0,0.1789,156,4381,0
1195,UDP,1,0,0,0.2481,59,4280,0
191,TCP,2,0,0,0.187,168,3257,0
492,TCP,9,2,0,0.5729,25,349,0
1393,HTTP,1,0,0,0.2231,143,1511,0
477,TCP,1,1,0,0.016,132,2522,0
1124,UDP,3,0,0,0.0654,96,4155,0
1378,UDP,2,0,0,0.2012,133,2936,0
1441,TCP,2,1,0,0.1906,167,1164,0
3274,TCP,25,18,1,0.9199,4,431101,1
1035,HTTP,1,0,0,0.1738,32,2966,0
633,TCP,5,4,1,0.5523,27,311,0
891,TCP,1,1,0,0.0883,100,2537,0
1313,HTTP,1,1,0,0.0878,84,1740,0
149,TCP,2,0,0,0.0009,120,640,0
5878,TCP,25,20,1,0.9479,2,426575,1
1065,TCP,1,1,0,0.0833,119,2287,0
610,HTTP,1,1,0,0.2119,108,596,0
8046,ICMP,10,16,1,0.8547,5,321822,1
785,UDP,1,0,0,0.045,112,4017,0
493,UDP,4,5,0,0.6158,17,212,0
4281,ICMP,19,6,1,0.8665,4,431236,1
1070,UDP,1,1,0,0.2425,42,4652,0
368,ICMP,6,2,1,0.4826,20,734,0
1379,UDP,1,0,0,0.0419,132,4401,0
564,UDP,3,1,0,0.194,129,3790,0
267,HTTP,2,0,0,0.0311,70,4115,0
405,ICMP,6,4,0,0.6338,14,655,0
1473,HTTP,1,1,0,0.1927,93,1791,0
146,HTTP,1,0,0,0.0929,125,2984,0
774,HTTP,2,1,0,0.092,162,1510,0
1225,UDP,3,0,0,0.0818,180,2639,0
3392,TCP,10,14,1,0.9985,8,285319,1
260,UDP,2,0,0,0.2226,113,875,0
278,TCP,1,1,0,0.1673,88,2997,0
162,ICMP,7,4,0,0.4776,8,662,0
688,TCP,4,5,0,0.6268,20,672,0
128,ICMP,8,4,0,0.4213,11,797,0
515,TCP,1,1,0,0.003,64,2093,0
2185,TCP,25,17,1,0.7724,6,220008,1
711,HTTP,3,0,0,0.169,46,1202,0
157,ICMP,9,3,1,0.527,9,630,0
503,UDP,1,1,0,0.0161,168,2956,0
895,HTTP,1,1,0,0.0717,140,3139,0
7627,ICMP,13,16,1,0.8138,5,368538,1
295,ICMP,4,3,0,0.444,15,736,0
843,TCP,3,0,0,0.1799,148,4554,0
1430,HTTP,1,0,0,0.0188,71,1255,0
202,UDP,2,0,0,0.0417,100,1556,0
507,HTTP,2,1,0,0.0698,139,2520,0
251,ICMP,4,2,0,0.5058,30,779,0
937,UDP,3,1,0,0.1123,63,2193,0
124,ICMP,8,3,0,0.5811,18,346,0
1203,HTTP,1,0,0,0.1847,176,674,0
287,TCP,1,0,0,0.2294,131,4048,0
304,ICMP,6,4,0,0.4282,22,202,0
647,HTTP,2,1,0,0.2139,96,1388,0
732,UDP,7,3,0,0.6341,6,108,0
1187,UDP,1,1,0,0.1178,117,3497,0
1163,TCP,1,1,0,0.0335,97,3496,0
5990,TCP,12,19,1,0.8812,8,69670,1
6980,ICMP,10,18,1,0.7566,8,84446,1
878,TCP,1,0,0,0.1186,162,4339,0
1466,UDP,1,0,0,0.2055,110,3786,0
1461,TCP,1,0,0,0.1667,76,4085,0
635,HTTP,2,1,0,0.0047,127,3651,0
117,UDP,1,1,0,0.0224,38,4198,0
1414,UDP,3,1,0,0.0625,180,3572,0
894,TCP,1,0,0,0.0104,57,2184,0
427,HTTP,1,1,0,0.1683,82,2257,0
1307,UDP,1,0,0,0.0437,123,1592,0
379,TCP,9,4,1,0.474,17,714,0
741,TCP,1,0,0,0.1843,38,826,0
1101,UDP,3,1,0,0.1059,132,1175,0
600,TCP,1,0,0,0.0947,58,3272,0
1378,UDP,2,0,0,0.2489,94,2746,0
741,TCP,1,0,0,0.1679,58,4547,0
319,UDP,1,0,0,0.0682,161,1707,0
263,TCP,5,4,1,0.4646,26,529,0
487,ICMP,4,4,0,0.4588,29,783,0
335,UDP,2,0,0,0.1619,53,630,0
355,HTTP,1,1,0,0.0956,171,2475,0
1363,HTTP,3,0,0,0.1181,79,4599,0
1335,UDP,1,1,0,0.2044,98,1181,0
130,UDP,2,1,0,0.0501,45,1641,0
1185,HTTP,2,0,0,0.0114,72,4533,0
1263,TCP,2,1,0,0.1682,55,577,0
458,TCP,3,0,0,0.2346,62,1251,0
1121,HTTP,1,1,0,0.2485,39,4859,0
428,TCP,2,1,0,0.1927,118,3974,0
655,TCP,3,1,0,0.1822,136,1643,0
853,HTTP,2,1,0,0.1622,72,1426,0
464,UDP,2,1,0,0.1697,87,2148,0
648,TCP,4,3,1,0.5426,27,270,0
733,UDP,2,0,0,0.0036,109,3078,0
116,HTTP,1,1,0,0.2378,93,3518,0
1493,TCP,2,0,0,0.1541,31,3981,0
892,UDP,1,0,0,0.2104,169,2632,0
740,HTTP,1,1,0,0.2118,53,4887,0
705,UDP,3,1,0,0.1638,159,1365,0
1212,HTTP,1,0,0,0.0618,165,2997,0
325,UDP,1,1,0,0.2253,43,506,0
563,ICMP,8,2,1,0.5207,9,643,0
1191,UDP,3,1,0,0.0862,48,2274,0
1009,UDP,1,1,0,0.0093,166,4821,0
763,TCP,3,0,0,0.1724,58,895,0
500,TCP,4,2,0,0.6965,30,255,0
611,UDP,3,0,0,0.0135,135,4483,0
1310,TCP,1,1,0,0.0121,68,1743,0
505,UDP,2,0,0,0.1125,115,2628,0
788,ICMP,8,4,1,0.5278,24,389,0
349,HTTP,3,0,0,0.077,132,2305,0
248,UDP,2,0,0,0.1085,139,1261,0
329,TCP,8,5,1,0.5373,26,546,0
549,HTTP,1,1,0,0.1237,138,2717,0
288,HTTP,1,0,0,0.0756,168,4457,0
1450,TCP,2,1,0,0.2068,121,4924,0
718,HTTP,3,0,0,0.0427,140,4927,0
1152,TCP,3,1,0,0.1721,151,2281,0
671,UDP,3,0,0,0.196,54,4938,0
868,UDP,3,1,0,0.2406,46,4029,0
194,UDP,4,5,0,0.555,27,386,0
2306,TCP,25,16,1,0.929,4,93633,1
1143,HTTP,3,0,0,0.0727,141,1148,0
416,UDP,9,4,0,0.6771,27,737,0
242,TCP,9,2,1,0.6303,6,598,0
1056,HTTP,3,0,0,0.0466,158,4251,0
554,UDP,3,1,0,0.0946,44,3416,0
87,ICMP,4,5,1,0.607,7,117,0
7734,TCP,12,20,1,0.924,4,313455,1
268,TCP,3,0,0,0.247,30,2074,0
334,UDP,4,3,1,0.5287,23,206,0
1062,TCP,2,0,0,0.2035,165,4710,0
389,UDP,1,1,0,0.0626,125,1855,0
1029,TCP,2,0,0,0.0892,66,2937,0
1463,UDP,1,0,0,0.1726,105,2171,0
4522,TCP,13,10,1,0.8467,1,153936,1
1002,HTTP,3,0,0,0.0183,84,4644,0
910,UDP,3,1,0,0.0251,65,542,0
901,TCP,3,1,0,0.1507,106,697,0
248,UDP,1,1,0,0.1341,146,3519,0
364,HTTP,1,1,0,0.1328,129,4163,0
1156,HTTP,1,0,0,0.1439,129,3406,0
613,HTTP,1,0,0,0.056,166,2451,0
82,HTTP,3,1,0,0.0751,51,4986,0
7628,ICMP,22,13,1,0.7635,5,423043,1
702,UDP,3,1,0,0.1095,162,4198,0
763,TCP,3,1,0,0.1737,149,3212,0
322,ICMP,7,3,1,0.5844,13,346,0
734,TCP,4,2,0,0.4342,11,362,0
485,UDP,1,1,0,0.1901,32,1460,0
429,UDP,8,3,0,0.6235,28,369,0
394,UDP,7,5,1,0.6363,30,184,0
291,TCP,3,0,0,0.2059,40,4655,0
993,TCP,1,0,0,0.0963,141,1462,0
411,TCP,2,1,0,0.0671,67,1018,0
592,UDP,2,1,0,0.0318,74,1703,0
740,ICMP,6,4,1,0.6205,13,295,0
265,UDP,3,1,0,0.0143,36,1726,0
374,ICMP,9,4,1,0.654,16,325,0
646,UDP,2,1,0,0.1937,144,1142,0
798,TCP,9,4,1,0.6729,24,566,0
792,TCP,3,1,0,0.0662,180,3560,0
828,HTTP,2,0,0,0.2274,67,1884,0
90,HTTP,3,1,0,0.1229,136,3732,0
1243,UDP,2,1,0,0.2111,76,1424,0
415,TCP,8,4,1,0.5096,15,284,0
143,TCP,5,4,1,0.6746,13,278,0
137,ICMP,5,4,1,0.6443,8,380,0
183,HTTP,2,1,0,0.0616,127,864,0
4261,TCP,19,15,1,0.9902,2,373208,1
820,HTTP,3,1,0,0.1471,162,3734,0
1968,ICMP,22,12,1,0.7609,2,495540,1
749,ICMP,5,2,1,0.4141,20,584,0
551,TCP,6,5,1,0.4668,21,792,0
472,TCP,2,0,0,0.1649,162,4037,0
735,HTTP,2,0,0,0.1701,179,4504,0
400,UDP,4,5,1,0.5525,7,311,0
5153,TCP,25,8,1,0.8275,2,255378,1
521,HTTP,1,1,0,0.0923,36,4511,0
652,TCP,7,5,0,0.6832,15,421,0
1496,UDP,1,1,0,0.0686,174,901,0
360,TCP,3,1,0,0.1996,58,711,0
4975,ICMP,14,18,1,0.8606,8,335810,1
1159,HTTP,3,0,0,0.2283,74,3923,0
1230,HTTP,1,1,0,0.1481,84,3129,0
628,UDP,3,1,0,0.1049,94,3421,0
1446,TCP,2,0,0,0.1549,173,3187,0
72,UDP,7,5,0,0.5814,24,615,0
1004,HTTP,1,1,0,0.0197,105,3462,0
679,UDP,9,3,1,0.4701,21,502,0
150,TCP,1,0,0,0.2375,65,4600,0
631,UDP,9,4,1,0.4878,7,365,0
461,TCP,1,1,0,0.241,71,1495,0
939,TCP,2,1,0,0.0499,36,2195,0
778,TCP,7,2,1,0.592,13,721,0
435,TCP,3,1,0,0.0174,37,1251,0
392,TCP,4,3,0,0.6425,14,110,0
1096,UDP,3,1,0,0.0707,115,1049,0
631,HTTP,2,0,0,0.1468,172,4388,0
83,UDP,6,3,1,0.5413,18,151,0
270,UDP,7,5,0,0.5538,12,425,0
1403,UDP,3,0,0,0.0377,103,1458,0
931,UDP,2,1,0,0.0378,160,3765,0
578,UDP,2,0,0,0.1339,154,3275,0
957,HTTP,3,1,0,0.0167,52,2652,0
320,HTTP,2,0,0,0.0582,68,620,0
628,ICMP,9,3,0,0.4869,27,497,0
925,UDP,1,1,0,0.1264,179,3977,0
1415,HTTP,3,1,0,0.119,70,4650,0
706,HTTP,2,0,0,0.0026,136,915,0
1488,HTTP,3,0,0,0.0992,91,3134,0
156,TCP,3,1,0,0.1787,61,591,0
309,TCP,2,1,0,0.0439,127,4862,0
1008,UDP,1,1,0,0.2115,139,3921,0
884,HTTP,1,1,0,0.1605,131,1769,0
544,UDP,1,1,0,0.1063,126,1787,0
550,UDP,9,3,0,0.6766,9,229,0
754,HTTP,3,1,0,0.0811,177,4971,0
445,HTTP,3,1,0,0.0989,80,4182,0
1072,UDP,2,1,0,0.2416,41,4754,0
1143,HTTP,3,0,0,0.1758,90,3463,0
685,UDP,2,0,0,0.1999,33,4218,0
587,TCP,4,5,0,0.6746,17,710,0
1276,UDP,1,0,0,0.203,36,3341,0
1400,HTTP,2,0,0,0.1944,127,2754,0
1839,TCP,11,16,1,0.7701,2,399816,1
250,HTTP,3,1,0,0.2024,61,1283,0
1490,HTTP,3,1,0,0.2166,166,893,0
2079,ICMP,14,13,1,0.8477,6,484701,1
1230,HTTP,1,0,0,0.2226,57,2015,0
847,UDP,2,1,0,0.0201,168,1589,0
7292,ICMP,13,17,1,0.9034,8,173395,1
1112,UDP,1,1,0,0.0794,160,959,0
1329,UDP,3,1,0,0.022,57,2493,0
119,UDP,1,0,0,0.0064,153,940,0
4135,ICMP,21,15,1,0.9187,1,454185,1
372,UDP,1,1,0,0.0261,136,1203,0
461,HTTP,3,0,0,0.0832,111,1886,0
278,ICMP,5,2,1,0.4184,20,679,0
3359,ICMP,20,15,1,0.9601,5,133707,1
392,UDP,1,1,0,0.2326,36,1370,0
372,TCP,7,5,0,0.6526,27,432,0
643,UDP,2,1,0,0.0771,122,4700,0
163,HTTP,2,1,0,0.2311,75,1922,0
84,HTTP,3,0,0,0.0212,110,3790,0
139,UDP,1,0,0,0.1978,40,3085,0
267,HTTP,2,1,0,0.0151,100,2054,0
1253,TCP,2,1,0,0.1532,96,2033,0
590,TCP,4,2,0,0.6155,24,498,0
912,TCP,3,1,0,0.1776,65,2132,0
280,HTTP,3,1,0,0.1686,139,1352,0
1357,TCP,2,0,0,0.0675,165,2424,0
2780,TCP,10,7,1,0.8537,2,389927,1
895,TCP,3,1,0,0.1223,51,4175,0
190,TCP,7,4,0,0.5811,9,248,0
260,TCP,3,1,0,0.1735,158,3429,0
728,TCP,3,0,0,0.206,86,2791,0
184,UDP,9,5,0,0.694,18,380,0
360,TCP,1,0,0,0.0458,108,1023,0
895,UDP,2,1,0,0.1982,31,4611,0
471,TCP,8,4,1,0.5191,15,757,0
1318,HTTP,2,0,0,0.1081,35,2013,0
952,TCP,1,1,0,0.0529,125,3222,0
263,UDP,2,1,0,0.103,44,2500,0
1355,TCP,2,0,0,0.1822,62,1887,0
3161,ICMP,24,7,1,0.8525,7,447400,1
692,UDP,3,0,0,0.1815,73,3146,0
1107,UDP,1,1,0,0.1239,77,1482,0
1077,HTTP,3,1,0,0.2244,86,4133,0
478,UDP,5,4,0,0.5037,16,707,0
340,TCP,9,2,0,0.6908,16,643,0
396,TCP,3,0,0,0.2004,81,1470,0
377,ICMP,9,4,1,0.4074,26,432,0
89,HTTP,3,1,0,0.0281,68,1714,0
328,UDP,3,0,0,0.2078,162,1753,0
436,HTTP,1,1,0,0.1418,84,2020,0
1238,UDP,2,0,0,0.1616,110,3363,0
640,HTTP,2,1,0,0.0835,174,4948,0
227,TCP,1,1,0,0.0695,123,1832,0
153,UDP,1,0,0,0.085,179,4541,0
1160,HTTP,1,1,0,0.0887,176,3687,0
8881,TCP,11,6,1,0.8528,8,181846,1
2256,ICMP,21,18,1,0.9776,5,214994,1
151,ICMP,9,4,0,0.5884,5,559,0
77,UDP,2,0,0,0.0588,161,4815,0
348,TCP,2,1,0,0.0566,52,2065,0
1134,UDP,3,1,0,0.141,72,1659,0
95,TCP,2,0,0,0.0537,180,2710,0
94,TCP,9,5,1,0.6954,11,789,0
478,TCP,6,3,1,0.6946,17,479,0
1113,TCP,2,1,0,0.1405,78,2196,0
1477,HTTP,1,0,0,0.0694,62,757,0
3885,TCP,19,19,1,0.9796,4,433605,1
1108,TCP,2,1,0,0.1818,67,2435,0
175,TCP,2,1,0,0.1131,158,4814,0
437,UDP,3,0,0,0.0354,86,636,0
922,TCP,1,0,0,0.1855,76,3490,0
863,HTTP,2,1,0,0.0131,31,898,0
809,TCP,3,1,0,0.2232,70,2810,0
272,TCP,3,0,0,0.0008,93,3730,0
1245,TCP,1,0,0,0.0515,76,1326,0
305,UDP,4,3,0,0.43,15,448,0
347,UDP,1,0,0,0.0778,75,4025,0
333,TCP,1,1,0,0.1514,89,2402,0
7025,ICMP,24,12,1,0.7735,4,215833,1
130,ICMP,5,5,1,0.5605,10,746,0
684,UDP,9,5,1,0.4511,27,554,0
579,UDP,1,0,0,0.15,110,3197,0
97,TCP,2,0,0,0.0518,48,1049,0
618,TCP,6,5,0,0.6569,14,266,0
610,ICMP,6,4,0,0.5216,14,261,0
1222,HTTP,1,0,0,0.2172,75,920,0
574,UDP,5,4,0,0.4118,6,791,0
599,HTTP,1,1,0,0.0452,165,771,0
964,TCP,2,1,0,0.1578,100,960,0
1146,UDP,1,1,0,0.0855,140,3332,0
669,UDP,2,1,0,0.0971,39,2055,0
1017,UDP,3,0,0,0.1626,48,1988,0
1320,UDP,1,0,0,0.171,37,4647,0
785,TCP,2,1,0,0.0399,174,1997,0
1276,UDP,2,0,0,0.1416,165,4393,0
1341,UDP,3,0,0,0.0018,125,2815,0
532,ICMP,7,4,1,0.6645,9,485,0
96,HTTP,2,1,0,0.1457,72,3800,0
615,TCP,1,1,0,0.0525,108,1222,0
77,ICMP,6,4,1,0.479,30,508,0
1389,UDP,2,1,0,0.2169,53,2341,0
1154,HTTP,3,1,0,0.1199,177,638,0
201,TCP,2,0,0,0.1335,148,3522,0
309,HTTP,2,1,0,0.1033,68,1625,0
3695,TCP,20,12,1,0.8646,3,383388,1
1405,HTTP,2,1,0,0.1886,46,1004,0
1430,HTTP,2,0,0,0.0592,166,3730,0
1321,HTTP,3,0,0,0.1618,157,3875,0
135,TCP,1,0,0,0.1946,123,3466,0
246,UDP,3,0,0,0.1602,42,4876,0
1151,HTTP,1,1,0,0.0799,70,562,0
1494,UDP,2,0,0,0.2472,176,2136,0
259,ICMP,7,5,1,0.6336,24,412,0
1431,UDP,2,0,0,0.0557,146,3621,0
1428,UDP,1,0,0,0.1153,69,801,0
589,HTTP,3,0,0,0.1015,59,1728,0
837,HTTP,1,1,0,0.0929,57,1104,0
525,UDP,2,0,0,0.1881,40,3125,0
899,UDP,2,0,0,0.1505,65,3226,0
530,TCP,5,5,1,0.5156,9,188,0
297,TCP,8,4,1,0.4415,14,606,0
794,UDP,2,0,0,0.0786,130,3415,0
214,TCP,2,1,0,0.0838,137,1128,0
929,TCP,3,0,0,0.0063,67,934,0
4192,TCP,20,16,1,0.9092,1,292253,1
645,TCP,1,1,0,0.1408,179,2239,0
1068,TCP,1,0,0,0.1747,52,4743,0
1427,TCP,1,1,0,0.2152,126,2461,0
369,TCP,3,0,0,0.1809,55,2596,0
1264,HTTP,1,0,0,0.2396,63,1448,0
926,UDP,3,1,0,0.0465,65,861,0
4840,TCP,25,20,1,0.8926,6,422152,1
962,TCP,1,1,0,0.2348,96,1369,0
831,UDP,2,0,0,0.0379,82,810,0
836,TCP,1,1,0,0.2272,81,1248,0
464,ICMP,4,5,1,0.4525,15,352,0
518,UDP,1,0,0,0.0209,144,1215,0
118,TCP,7,4,0,0.6026,18,584,0
787,UDP,2,0,0,0.1987,159,2874,0
7947,ICMP,13,12,1,0.9846,2,263716,1
944,UDP,3,0,0,0.0736,66,3595,0
735,ICMP,6,5,1,0.64,14,743,0
362,HTTP,1,1,0,0.1421,127,1011,0
785,TCP,3,0,0,0.1262,47,1311,0
465,HTTP,2,0,0,0.2175,175,4598,0
3366,ICMP,14,15,1,0.9275,2,282317,1
294,UDP,2,0,0,0.0324,76,842,0
1324,UDP,1,0,0,0.2234,180,3647,0
377,UDP,3,1,0,0.056,103,1928,0
276,TCP,3,0,0,0.1541,135,1349,0
187,TCP,2,1,0,0.1283,121,3049,0
1157,HTTP,3,0,0,0.1239,165,3418,0
344,UDP,2,0,0,0.0461,76,1523,0
823,TCP,1,1,0,0.0029,180,3851,0
534,ICMP,8,5,1,0.4146,11,496,0
72,TCP,8,3,1,0.6209,10,162,0
845,HTTP,1,0,0,0.2215,52,4491,0
496,UDP,5,4,1,0.454,6,384,0
868,TCP,3,1,0,0.1129,144,4692,0
715,HTTP,1,0,0,0.1743,100,731,0
156,UDP,2,0,0,0.0007,177,1659,0
6994,ICMP,10,19,1,0.9393,1,284366,1
96,UDP,1,0,0,0.0843,79,1017,0
479,ICMP,9,3,0,0.5098,24,257,0
1183,UDP,1,1,0,0.1922,43,4568,0
627,UDP,5,2,1,0.5569,28,752,0
360,TCP,3,1,0,0.0445,125,1617,0
624,UDP,4,3,1,0.6542,30,200,0
773,UDP,6,2,0,0.4772,7,749,0
4598,TCP,13,17,1,0.8116,8,352679,1
1389,UDP,1,0,0,0.2119,75,575,0
913,UDP,3,0,0,0.1204,152,4424,0
527,UDP,3,0,0,0.2298,126,2671,0
877,TCP,3,0,0,0.2457,34,4740,0
3674,TCP,13,20,1,0.9026,3,428558,1
428,UDP,2,0,0,0.2422,73,3806,0
1364,HTTP,3,1,0,0.1886,62,4746,0
1164,TCP,3,0,0,0.2311,159,4388,0
782,TCP,5,5,1,0.5015,7,253,0
663,TCP,5,3,1,0.5093,5,287,0
493,TCP,4,2,0,0.5204,22,685,0
130,HTTP,3,1,0,0.1777,66,2798,0
1205,HTTP,1,0,0,0.1979,107,4664,0
1070,TCP,3,1,0,0.0133,68,947,0
557,UDP,5,4,0,0.4844,23,658,0
1035,HTTP,3,0,0,0.203,172,1059,0
753,HTTP,3,0,0,0.2485,41,1104,0
775,HTTP,2,1,0,0.1835,54,2016,0
1013,HTTP,1,1,0,0.0201,67,959,0
1001,HTTP,1,0,0,0.1742,171,3907,0
1245,HTTP,1,0,0,0.0937,56,3980,0
676,TCP,3,0,0,0.1417,129,4928,0
611,ICMP,5,3,0,0.4577,25,278,0
714,TCP,2,0,0,0.1799,65,1322,0
177,HTTP,3,0,0,0.0913,117,1159,0
629,HTTP,1,1,0,0.2119,45,4380,0
573,TCP,1,1,0,0.035,76,2781,0
535,ICMP,8,3,0,0.5614,8,701,0
742,ICMP,6,3,1,0.552,30,403,0
693,TCP,1,0,0,0.188,140,3805,0
552,TCP,3,0,0,0.0689,133,3710,0
238,UDP,7,4,1,0.6423,8,485,0
557,HTTP,2,1,0,0.1935,151,3408,0
1006,TCP,1,0,0,0.0675,57,3231,0
280,TCP,1,1,0,0.0555,162,2310,0
645,ICMP,6,5,1,0.6576,9,788,0
1302,UDP,2,1,0,0.0527,114,1608,0
270,TCP,8,4,1,0.4425,12,668,0
826,HTTP,1,0,0,0.0577,105,2982,0
873,HTTP,2,0,0,0.1134,72,2988,0
1128,HTTP,3,1,0,0.1231,76,2406,0
595,UDP,2,0,0,0.207,41,4003,0
1433,TCP,3,1,0,0.0731,51,3405,0
233,TCP,3,0,0,0.1137,116,2477,0
1454,HTTP,3,0,0,0.1335,156,1303,0
1381,UDP,1,0,0,0.0324,161,1873,0
622,UDP,4,2,0,0.576,23,221,0
469,UDP,3,1,0,0.1011,126,1174,0
138,UDP,3,1,0,0.2179,98,2213,0
98,UDP,2,1,0,0.1497,130,1829,0
218,TCP,5,4,1,0.6039,7,588,0
